total_purchases,avg_cart_value,total_time_spent,product_click,discount_counts,customer_id
-0.6518120984419775,0.9789664417392591,0.08523405344022195,-0.6285585030867209,-0.9551531466371337,CM00000
1.4871511787916403,-0.9316543235998588,-1.2263718919319142,-0.812742512222279,0.5963198360374995,CM00001
-1.3647998575198501,-0.7863047028057075,1.2607357057374455,1.3360709276925662,-0.5118751515872384,CM00002
1.9149438342383638,-0.8831438876598108,-1.164423076922481,-0.7513478425104263,1.2612368286123423,CM00003
-0.6518120984419775,0.908290188628103,-0.46345545092904306,0.10817753345551179,-0.29023615406229086,CM00004
0.06117566063589509,2.254772738259921,-0.18270220063998643,-0.5057691636630154,-0.29023615406229086,CM00005
1.6297487306072147,-0.580998363433969,-1.106746593982664,-0.9969265213578372,1.2612368286123423,CM00006
2.2001389378695126,-0.5246753853762354,-1.2871000406357427,-0.8741371819341317,0.5963198360374995,CM00007
-0.36661699481082843,-0.7332520912158423,-1.2248460590499084,-0.19879581510375183,0.8179588335624471,CM00008
2.627931593316236,-0.6316890436859293,-1.0081777898050932,-0.4443744939511627,0.8179588335624471,CM00009
-0.9370072020731265,-0.23361276973594752,0.8490659941722966,1.2746762579807134,-0.5118751515872384,CM00010
-0.794409650257552,-0.26686149549260957,0.8936203143268641,1.5202549368281244,-0.06859715653734325,CM00011
0.2037732124514696,0.554182174968352,-0.2611300107750816,-0.4443744939511627,0.37468083851255196,CM00012
1.3445536269760656,-0.8924099259854379,-1.053647609688864,-0.8741371819341317,0.5963198360374995,CM00013
0.2037732124514696,0.4458967074767094,-0.640146898665308,-0.5057691636630154,-0.5118751515872384,CM00014
0.48896831608261865,0.46933433382976636,0.055938062105711665,-0.4443744939511627,-0.5118751515872384,CM00015
2.342736489685087,-0.9807098206178847,-1.3347060265543218,-1.1811105304933953,0.15304184098760434,CM00016
0.48896831608261865,-0.49469702608744176,-1.3310440276375082,-0.5671638333748681,1.4828758261372899,CM00017
-0.36661699481082843,1.6677419572775432,-0.2245100216069437,-0.3215851545274573,-0.5118751515872384,CM00018
1.7723462824227891,-0.607888043280887,-0.8351483409856417,-0.6899531727985736,1.0395978310873948,CM00019
-1.079604753888701,-0.694916128731385,1.4719109766070404,1.3360709276925662,-0.29023615406229086,CM00020
1.9149438342383638,-0.9463709727052665,-0.7307813718564491,-1.1197158607815427,1.0395978310873948,CM00021
1.4871511787916403,-0.9986968361911611,-1.0951502640794202,-0.7513478425104263,0.37468083851255196,CM00022
-0.9370072020731265,-0.4034901390391118,2.114286619931458,0.9063082397095972,-0.9551531466371337,CM00023
-0.794409650257552,-0.36351899332072013,1.098387087092035,1.0904922488451554,-0.9551531466371337,CM00024
-0.36661699481082843,1.673555942109309,0.02877823680600944,-0.4443744939511627,-0.5118751515872384,CM00025
-0.794409650257552,-0.8284560928360114,0.4819506027617149,1.581649606539977,-0.9551531466371337,CM00026
-0.9370072020731265,2.2069890504238443,0.05807422814051971,-0.38297982423931,-0.29023615406229086,CM00027
-1.2222023057042755,-0.07699855333024964,0.8255681677894082,1.581649606539977,-0.5118751515872384,CM00028
-0.36661699481082843,1.9170165569395123,-0.22634102106535064,-0.9355318516459845,-0.06859715653734325,CM00029
-0.6518120984419775,1.8626921361676982,-0.22084802269012999,-0.3215851545274573,-0.733514149112186,CM00030
-0.22401944299525392,1.5334752450689462,0.05013989715408992,-0.6899531727985736,-0.9551531466371337,CM00031
0.7741634197137677,-1.1227890749441678,-0.8330121749508338,-1.05832119106969,1.0395978310873948,CM00032
0.2037732124514696,1.2711191795355028,-0.39509813781518577,-0.9355318516459845,-0.5118751515872384,CM00033
-1.2222023057042755,-0.37859901647811345,1.2344913801669468,1.397465597404419,-0.733514149112186,CM00034
1.4871511787916403,-0.5174079043365278,-0.6877528845838872,-0.6899531727985736,1.0395978310873948,CM00035
0.06117566063589509,0.7676644305097615,-0.07192673340636946,-1.1811105304933953,-0.29023615406229086,CM00036
-0.6518120984419775,-0.04011608705373375,2.003511152697841,2.134201633946651,-0.9551531466371337,CM00037
0.06117566063589509,2.0318427573668916,0.09255805127384935,-0.5057691636630154,-0.29023615406229086,CM00038
1.7723462824227891,-0.8400840624995435,-0.7908991874074752,-0.4443744939511627,1.4828758261372899,CM00039
0.6315658678981931,-0.5492031338852484,-1.1729677410617132,-0.9969265213578372,1.7045148236622376,CM00040
-0.794409650257552,-0.3689696041005009,0.33211381374875093,1.2746762579807134,-0.733514149112186,CM00041
-0.9370072020731265,-0.678564296392043,1.5317236255816653,1.581649606539977,-0.9551531466371337,CM00042
2.4853340415006615,-1.1551293655708663,-1.051511443654056,-0.8741371819341317,1.0395978310873948,CM00043
1.4871511787916403,-1.1623968466105739,-0.872378663306582,-0.7513478425104263,2.5910708137620277,CM00044
1.4871511787916403,-1.0392130429875306,-0.6013907434623621,-0.6285585030867209,1.2612368286123423,CM00045
-0.794409650257552,0.8023666524743653,-0.21871185665532195,-0.4443744939511627,-0.733514149112186,CM00046
0.6315658678981931,1.5045870079361086,0.25277050388445227,-0.7513478425104263,0.15304184098760434,CM00047
-0.794409650257552,-0.46508204085063337,0.9476347983498676,1.827228285387388,-0.5118751515872384,CM00048
0.9167609715293422,-1.0644675396005143,-0.9880367957626172,-0.9355318516459845,1.0395978310873948,CM00049
-0.509214546626403,-0.692009136315502,1.1594204023722645,0.5379402214384809,-0.733514149112186,CM00050
0.06117566063589509,2.209896042839727,-0.5885737472535139,-0.5057691636630154,0.15304184098760434,CM00051
-1.079604753888701,-0.440190918289635,0.740731859549889,1.827228285387388,-0.9551531466371337,CM00052
1.0593585233449168,-1.1271495635679922,-1.1915829022221833,-1.05832119106969,1.2612368286123423,CM00053
-1.079604753888701,-0.5517467522491459,2.025788312775125,1.0290975791333026,-0.9551531466371337,CM00054
1.2019560751604912,-0.9761676449680675,-1.0420512797856205,-0.9355318516459845,1.2612368286123423,CM00055
-0.509214546626403,0.49259027315683035,-0.6758513881042423,0.10817753345551179,-0.733514149112186,CM00056
2.2001389378695126,-0.6892838309256115,-0.6468605633461333,-0.3215851545274573,0.15304184098760434,CM00057
-1.079604753888701,-0.18601076892586305,1.3779196710754869,1.397465597404419,-0.733514149112186,CM00058
-0.794409650257552,-0.031031735754099298,1.962923998036488,1.827228285387388,-0.9551531466371337,CM00059
-1.3647998575198501,-0.7072708464988878,1.339163515872541,1.3360709276925662,-0.9551531466371337,CM00060
-0.509214546626403,1.7725753712753247,0.018707739784771592,-1.1811105304933953,-0.29023615406229086,CM00061
